image,count
datasets\frames_1\0\pos\BEDLUS_104_008_024.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_028.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_032.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_036.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_040.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_044.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_048.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_052.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_056.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_060.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_064.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_068.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_072.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_076.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_080.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_084.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_088.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_092.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_096.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_104.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_108.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_112.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_116.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_008_120.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_009_000.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_009_020.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_009_024.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_009_028.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_009_032.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_009_036.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_009_040.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_009_044.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_009_048.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_009_064.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_009_068.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_009_072.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_009_076.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_009_080.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_009_100.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_009_104.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_009_108.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_009_112.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_009_116.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_000.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_004.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_008.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_012.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_016.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_020.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_024.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_028.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_032.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_036.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_040.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_044.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_048.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_052.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_056.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_060.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_064.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_068.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_072.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_076.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_080.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_084.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_088.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_092.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_096.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_100.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_104.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_112.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_116.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_010_120.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_000.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_004.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_008.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_012.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_016.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_020.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_036.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_040.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_044.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_048.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_052.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_060.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_064.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_068.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_072.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_076.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_080.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_084.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_096.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_100.tiff,10
datasets\frames_1\0\pos\BEDLUS_104_011_104.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_012_000.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_012_044.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_012_052.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_012_056.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_012_060.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_012_064.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_012_068.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_052.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_056.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_060.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_064.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_068.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_080.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_088.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_092.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_108.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_124.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_128.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_132.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_136.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_140.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_144.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_148.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_152.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_156.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_160.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_164.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_013_168.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_014_016.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_014_148.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_014_152.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_014_156.tiff,10
datasets\frames_1\0\pos\BEDLUS_108_014_160.tiff,10
datasets\frames_1\1\neg\BEDLUS_001_002_001.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_002.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_003.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_004.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_005.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_006.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_007.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_008.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_009.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_011.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_013.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_014.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_015.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_016.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_017.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_018.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_019.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_022.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_024.tiff,4
datasets\frames_1\1\neg\BEDLUS_001_002_025.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_026.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_027.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_029.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_031.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_032.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_033.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_034.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_035.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_036.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_037.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_038.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_039.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_041.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_042.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_043.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_045.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_046.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_047.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_048.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_050.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_051.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_056.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_058.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_059.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_060.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_062.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_063.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_065.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_070.tiff,4
datasets\frames_1\1\neg\BEDLUS_001_002_071.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_072.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_073.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_074.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_075.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_076.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_077.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_080.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_081.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_082.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_085.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_087.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_088.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_089.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_090.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_091.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_093.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_094.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_095.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_097.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_098.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_099.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_100.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_101.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_102.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_104.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_105.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_108.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_109.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_110.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_111.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_114.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_116.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_117.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_119.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_120.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_121.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_122.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_125.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_126.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_127.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_128.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_129.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_133.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_135.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_136.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_138.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_139.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_140.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_141.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_002_142.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_002_143.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_002_145.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_008_003.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_005.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_006.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_007.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_008.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_009.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_010.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_012.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_014.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_015.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_016.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_018.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_019.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_020.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_021.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_022.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_023.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_008_024.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_025.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_026.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_027.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_028.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_031.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_032.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_033.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_034.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_035.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_036.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_038.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_040.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_042.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_043.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_045.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_047.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_008_050.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_051.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_052.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_053.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_055.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_057.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_059.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_060.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_063.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_065.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_066.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_067.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_068.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_069.tiff,5
datasets\frames_1\1\neg\BEDLUS_001_008_070.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_071.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_073.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_074.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_075.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_008_076.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_077.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_081.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_082.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_083.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_084.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_086.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_088.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_090.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_091.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_092.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_093.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_094.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_095.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_096.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_097.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_098.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_008_099.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_104.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_105.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_107.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_108.tiff,4
datasets\frames_1\1\neg\BEDLUS_001_008_109.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_110.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_008_112.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_114.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_115.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_116.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_119.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_120.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_121.tiff,2
datasets\frames_1\1\neg\BEDLUS_001_008_122.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_123.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_124.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_125.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_126.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_128.tiff,3
datasets\frames_1\1\neg\BEDLUS_001_008_129.tiff,1
datasets\frames_1\1\neg\BEDLUS_001_008_131.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_000.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_002.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_004.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_005.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_008.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_009.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_010.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_011.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_013.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_016.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_017.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_018.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_020.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_021.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_022.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_024.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_027.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_030.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_031.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_032.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_033.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_034.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_035.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_036.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_038.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_041.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_043.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_045.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_046.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_047.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_048.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_049.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_050.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_051.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_052.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_053.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_054.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_055.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_056.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_061.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_062.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_064.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_065.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_066.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_067.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_072.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_074.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_076.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_077.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_078.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_080.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_082.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_085.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_086.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_087.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_089.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_090.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_091.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_092.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_093.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_095.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_098.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_100.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_102.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_103.tiff,4
datasets\frames_1\1\neg\BEDLUS_015_002_104.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_105.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_106.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_108.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_111.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_113.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_115.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_119.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_120.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_121.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_122.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_124.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_126.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_127.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_128.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_129.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_130.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_131.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_132.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_133.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_134.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_135.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_136.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_138.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_139.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_140.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_142.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_143.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_145.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_146.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_147.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_149.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_151.tiff,3
datasets\frames_1\1\neg\BEDLUS_015_002_153.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_154.tiff,2
datasets\frames_1\1\neg\BEDLUS_015_002_155.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_159.tiff,1
datasets\frames_1\1\neg\BEDLUS_015_002_160.tiff,1
