image,count
datasets\frames_1\1\neg\BEDLUS_017_018_070.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_018_071.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_072.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_018_074.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_075.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_076.tiff,4
datasets\frames_1\1\neg\BEDLUS_017_018_077.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_078.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_079.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_080.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_082.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_083.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_084.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_085.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_086.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_087.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_088.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_089.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_091.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_092.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_093.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_094.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_018_095.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_018_096.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_018_097.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_098.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_100.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_101.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_105.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_018_106.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_107.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_109.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_110.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_111.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_018_112.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_018_113.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_114.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_115.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_018_116.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_117.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_118.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_018_121.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_122.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_123.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_124.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_125.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_128.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_130.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_131.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_133.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_134.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_135.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_136.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_138.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_139.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_018_140.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_141.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_142.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_143.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_018_144.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_018_145.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_018_146.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_000.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_001.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_002.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_003.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_004.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_005.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_019_006.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_007.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_008.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_009.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_010.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_011.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_013.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_014.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_015.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_019_016.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_017.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_019_018.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_019_019.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_022.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_023.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_024.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_025.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_026.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_027.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_029.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_030.tiff,4
datasets\frames_1\1\neg\BEDLUS_017_019_031.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_032.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_033.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_035.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_036.tiff,4
datasets\frames_1\1\neg\BEDLUS_017_019_037.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_019_038.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_039.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_040.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_041.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_042.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_043.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_046.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_047.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_048.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_049.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_050.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_051.tiff,5
datasets\frames_1\1\neg\BEDLUS_017_019_052.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_053.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_054.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_057.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_058.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_060.tiff,4
datasets\frames_1\1\neg\BEDLUS_017_019_061.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_019_062.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_019_064.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_019_065.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_067.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_068.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_069.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_071.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_072.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_073.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_074.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_019_075.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_019_076.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_077.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_078.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_079.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_080.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_081.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_082.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_084.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_019_085.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_086.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_090.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_093.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_094.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_096.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_097.tiff,4
datasets\frames_1\1\neg\BEDLUS_017_019_099.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_100.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_101.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_102.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_019_103.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_104.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_105.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_106.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_107.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_111.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_112.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_113.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_115.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_116.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_118.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_119.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_120.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_121.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_122.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_124.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_125.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_127.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_128.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_129.tiff,4
datasets\frames_1\1\neg\BEDLUS_017_019_132.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_019_133.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_134.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_136.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_137.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_140.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_141.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_142.tiff,3
datasets\frames_1\1\neg\BEDLUS_017_019_143.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_144.tiff,1
datasets\frames_1\1\neg\BEDLUS_017_019_145.tiff,2
datasets\frames_1\1\neg\BEDLUS_017_019_146.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_000.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_016_002.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_003.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_004.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_005.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_007.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_008.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_010.tiff,4
datasets\frames_1\1\neg\BEDLUS_022_016_011.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_012.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_013.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_014.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_015.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_016.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_017.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_019.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_020.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_021.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_016_022.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_023.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_025.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_026.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_027.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_028.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_016_030.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_031.tiff,5
datasets\frames_1\1\neg\BEDLUS_022_016_032.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_033.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_034.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_037.tiff,4
datasets\frames_1\1\neg\BEDLUS_022_016_038.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_040.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_042.tiff,4
datasets\frames_1\1\neg\BEDLUS_022_016_043.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_044.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_046.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_047.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_048.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_050.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_051.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_052.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_056.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_057.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_058.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_059.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_060.tiff,4
datasets\frames_1\1\neg\BEDLUS_022_016_061.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_063.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_064.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_065.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_016_066.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_067.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_070.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_074.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_075.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_076.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_079.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_080.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_016_081.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_082.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_083.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_016_084.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_086.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_087.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_088.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_090.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_091.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_092.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_093.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_016_094.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_095.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_097.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_098.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_099.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_101.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_102.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_104.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_016_105.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_107.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_108.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_109.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_110.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_111.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_112.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_113.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_114.tiff,4
datasets\frames_1\1\neg\BEDLUS_022_016_115.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_116.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_117.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_118.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_119.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_120.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_121.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_122.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_123.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_124.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_016_126.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_127.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_016_128.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_130.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_016_131.tiff,5
datasets\frames_1\1\neg\BEDLUS_022_017_000.tiff,4
datasets\frames_1\1\neg\BEDLUS_022_017_001.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_002.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_003.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_004.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_005.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_017_006.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_009.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_010.tiff,4
datasets\frames_1\1\neg\BEDLUS_022_017_011.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_012.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_013.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_017_015.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_016.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_017.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_018.tiff,4
datasets\frames_1\1\neg\BEDLUS_022_017_019.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_020.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_021.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_023.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_024.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_017_025.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_026.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_027.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_017_028.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_029.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_030.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_031.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_032.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_033.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_034.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_035.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_036.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_017_037.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_038.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_017_039.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_041.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_042.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_043.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_044.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_045.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_046.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_047.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_048.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_049.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_050.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_051.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_052.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_053.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_017_054.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_056.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_057.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_017_058.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_060.tiff,4
datasets\frames_1\1\neg\BEDLUS_022_017_061.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_062.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_064.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_065.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_066.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_067.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_068.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_069.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_070.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_072.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_073.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_017_074.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_075.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_076.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_078.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_081.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_083.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_086.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_087.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_088.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_092.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_017_093.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_094.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_096.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_098.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_099.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_101.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_102.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_017_103.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_104.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_105.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_106.tiff,4
datasets\frames_1\1\neg\BEDLUS_022_017_107.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_108.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_109.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_111.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_113.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_114.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_115.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_116.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_118.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_119.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_121.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_122.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_123.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_124.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_125.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_126.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_127.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_128.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_129.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_017_130.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_017_131.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_000.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_001.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_018_002.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_018_003.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_004.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_005.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_006.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_007.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_008.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_009.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_010.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_018_011.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_018_014.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_018_015.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_016.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_017.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_018_019.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_020.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_021.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_018_022.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_018_023.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_018_024.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_025.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_026.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_018_027.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_028.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_029.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_031.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_033.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_034.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_035.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_038.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_018_041.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_042.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_044.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_018_045.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_046.tiff,1
datasets\frames_1\1\neg\BEDLUS_022_018_048.tiff,3
datasets\frames_1\1\neg\BEDLUS_022_018_049.tiff,2
datasets\frames_1\1\neg\BEDLUS_022_018_052.tiff,2
